list_name,name,label,q101_country,q102_state,q103_district
subDistrict,Kachankawal,Kachankawal,Nepal,State_1,Jhapa
subDistrict,Kamal ,Kamal ,Nepal,State_1,Jhapa
subDistrict,Kankai,Kankai,Nepal,State_1,Jhapa
subDistrict,Mechinagar,Mechinagar,Nepal,State_1,Jhapa
subDistrict,Shivasataxi,Shivasataxi,Nepal,State_1,Jhapa
subDistrict,Bardagoriya ,Bardagoriya ,Nepal,State_7,Kailali
subDistrict,Bhajani ,Bhajani ,Nepal,State_7,Kailali
subDistrict,Chure ,Chure ,Nepal,State_7,Kailali
subDistrict,Dhangadhi ,Dhangadhi ,Nepal,State_7,Kailali
subDistrict,Gauriganga ,Gauriganga ,Nepal,State_7,Kailali
subDistrict,Ghodaghodi ,Ghodaghodi ,Nepal,State_7,Kailali
subDistrict,Godawari ,Godawari ,Nepal,State_7,Kailali
subDistrict,Janaki ,Janaki ,Nepal,State_7,Kailali
subDistrict,Joshipur ,Joshipur ,Nepal,State_7,Kailali
subDistrict,Kailari ,Kailari ,Nepal,State_7,Kailali
subDistrict,LamkiChuha ,Lamki Chuha ,Nepal,State_7,Kailali
subDistrict,Mohanyal ,Mohanyal ,Nepal,State_7,Kailali
subDistrict,Tikapur ,Tikapur ,Nepal,State_7,Kailali
subDistrict,Bedkot ,Bedkot ,Nepal,State_7,Kanchanpur
subDistrict,Belauri ,Belauri ,Nepal,State_7,Kanchanpur
subDistrict,Beldandi ,Beldandi ,Nepal,State_7,Kanchanpur
subDistrict,Bhimdatta ,Bhimdatta ,Nepal,State_7,Kanchanpur
subDistrict,Krishnapur ,Krishnapur ,Nepal,State_7,Kanchanpur
subDistrict,Laljhadi ,Laljhadi ,Nepal,State_7,Kanchanpur
subDistrict,Mahakali ,Mahakali ,Nepal,State_7,Kanchanpur
subDistrict,Punarbas ,Punarbas ,Nepal,State_7,Kanchanpur
subDistrict,Shuklaphanta ,Shuklaphanta ,Nepal,State_7,Kanchanpur
subDistrict,Banganga ,Banganga ,Nepal,State_5,Kapilbastu
subDistrict,Bijayanagar ,Bijayanagar ,Nepal,State_5,Kapilbastu
subDistrict,Buddhabhumi ,Buddhabhumi ,Nepal,State_5,Kapilbastu
subDistrict,Kapilvastu ,Kapilvastu ,Nepal,State_5,Kapilbastu
subDistrict,Krishnanagar ,Krishnanagar ,Nepal,State_5,Kapilbastu
subDistrict,Maharajgunj ,Maharajgunj ,Nepal,State_5,Kapilbastu
subDistrict,Mayadevi,Mayadevi,Nepal,State_5,Kapilbastu
subDistrict,Shivaraj,Shivaraj,Nepal,State_5,Kapilbastu
subDistrict,Sudhodhan ,Sudhodhan ,Nepal,State_5,Kapilbastu
subDistrict,Yashodhara ,Yashodhara ,Nepal,State_5,Kapilbastu
subDistrict,Aurahi ,Aurahi ,Nepal,State_2,Mahottari
subDistrict,Balwa ,Balwa ,Nepal,State_2,Mahottari
subDistrict,Bardibas ,Bardibas ,Nepal,State_2,Mahottari
subDistrict,Bhangaha ,Bhangaha ,Nepal,State_2,Mahottari
subDistrict,Ekdanra ,Ekdanra ,Nepal,State_2,Mahottari
subDistrict,Gaushala ,Gaushala ,Nepal,State_2,Mahottari
subDistrict,Jaleswor ,Jaleswor ,Nepal,State_2,Mahottari
subDistrict,Loharpatti ,Loharpatti ,Nepal,State_2,Mahottari
subDistrict,Mahottari ,Mahottari ,Nepal,State_2,Mahottari
subDistrict,Manra Sisawa,Manra Sisawa,Nepal,State_2,Mahottari
subDistrict,Matihani ,Matihani ,Nepal,State_2,Mahottari
subDistrict,Pipra ,Pipra ,Nepal,State_2,Mahottari
subDistrict,Ramgopalpur ,Ramgopalpur ,Nepal,State_2,Mahottari
subDistrict,Samsi ,Samsi ,Nepal,State_2,Mahottari
subDistrict,Sonama ,Sonama ,Nepal,State_2,Mahottari
subDistrict,Belbari ,Belbari ,Nepal,State_1,Morang
subDistrict,Biratnagar,Biratnagar,Nepal,State_1,Morang
subDistrict,Budhiganga,Budhiganga,Nepal,State_1,Morang
subDistrict,Dhanpalthan,Dhanpalthan,Nepal,State_1,Morang
subDistrict,Gramthan ,Gramthan ,Nepal,State_1,Morang
subDistrict,Jahada,Jahada,Nepal,State_1,Morang
subDistrict,Kanepokhari ,Kanepokhari ,Nepal,State_1,Morang
subDistrict,Katahari,Katahari,Nepal,State_1,Morang
subDistrict,Kerabari,Kerabari,Nepal,State_1,Morang
subDistrict,Letang,Letang,Nepal,State_1,Morang
subDistrict,Milkajunga,Milkajunga,Nepal,State_1,Morang
