"list_name","name","label","Hub","District","Block_VDC"
"Block_VDCs","SisneriMahadevsthan","SisneriMahadevsthan","Nepal","Makwanpur",""
"Block_VDCs","Sukaura","Sukaura","Nepal","Makwanpur",""
"Block_VDCs","ThahaMunicipality","ThahaMunicipality","Nepal","Makwanpur",""
"Block_VDCs","Thingan","Thingan","Nepal","Makwanpur",""
"Block_VDCs","TistungDeurali","TistungDeurali","Nepal","Makwanpur",""
"Block_VDCs","BageshwariChokadi ","BageshwariChokadi ","Nepal","Nuwakot",""
"Block_VDCs","Balkumari","Balkumari","Nepal","Nuwakot",""
"Block_VDCs","Barsunchet","Barsunchet","Nepal","Nuwakot",""
"Block_VDCs","Belkot","Belkot","Nepal","Nuwakot",""
"Block_VDCs","Beteni","Beteni","Nepal","Nuwakot",""
"Block_VDCs","Bhadratar","Bhadratar","Nepal","Nuwakot",""
"Block_VDCs","Bhalche","Bhalche","Nepal","Nuwakot",""
"Block_VDCs","Budhasing","Budhasing","Nepal","Nuwakot",""
"Block_VDCs","Bidur","Bidur","Nepal","Nuwakot",""
"Block_VDCs","Bungtang","Bungtang","Nepal","Nuwakot",""
"Block_VDCs","Charghare","Charghare","Nepal","Nuwakot",""
"Block_VDCs","Chaturale","Chaturale","Nepal","Nuwakot",""
"Block_VDCs","Chaughada","Chaughada","Nepal","Nuwakot",""
"Block_VDCs","Chauthe","Chauthe","Nepal","Nuwakot",""
"Block_VDCs","Chhap","Chhap","Nepal","Nuwakot",""
"Block_VDCs","Dangsing","Dangsing","Nepal","Nuwakot",""
"Block_VDCs","Deurali","Deurali","Nepal","Nuwakot",""
"Block_VDCs","Duipipal","Duipipal","Nepal","Nuwakot",""
"Block_VDCs","Ganeshthan","Ganeshthan","Nepal","Nuwakot",""
