"list_name","name","label","Hub","District","Block"
"GramPanchayats","GovindpurBela","Govindpur Bela","Bihar","Vaishali","Patepur"
"GramPanchayats","HarlochanpurSukki","Harlochanpur Sukki","Bihar","Vaishali","Patepur"
"GramPanchayats","Khesrahi","Khesrahi","Bihar","Vaishali","Patepur"
"GramPanchayats","KhoajpurBasti","Khoajpur Basti","Bihar","Vaishali","Patepur"
"GramPanchayats","Ladho","Ladho","Bihar","Vaishali","Patepur"
"GramPanchayats","MahthiDharmchand","Mahthi Dharmchand","Bihar","Vaishali","Patepur"
"GramPanchayats","Malpur","Malpur","Bihar","Vaishali","Patepur"
"GramPanchayats","MandaiDih","Mandai Dih","Bihar","Vaishali","Patepur"
"GramPanchayats","Marui","Marui","Bihar","Vaishali","Patepur"
"GramPanchayats","MaudahChatur","Maudah Chatur","Bihar","Vaishali","Patepur"
"GramPanchayats","MudahBuzurg","Mudah Buzurg","Bihar","Vaishali","Patepur"
"GramPanchayats","NiloRukundpur","Nilo Rukundpur","Bihar","Vaishali","Patepur"
"GramPanchayats","Nirpur","Nirpur","Bihar","Vaishali","Patepur"
"GramPanchayats","RaghopurNarsanda","Raghopur Narsanda","Bihar","Vaishali","Patepur"
"GramPanchayats","SaidpurDumra","Saidpur Dumra","Bihar","Vaishali","Patepur"
"GramPanchayats","Siamrbara","Siamrbara","Bihar","Vaishali","Patepur"
"GramPanchayats","Teknari","Teknari","Bihar","Vaishali","Patepur"
"GramPanchayats","TisiautaDharmpur","Tisiauta Dharmpur","Bihar","Vaishali","Patepur"
"GramPanchayats","Bahrampur","Bahrampur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Birpur","Birpur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Chaksingar","Chaksingar","Bihar","Vaishali","Raghopur"
"GramPanchayats","Chandpura","Chandpura","Bihar","Vaishali","Raghopur"
"GramPanchayats","Fatehpur","Fatehpur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Jahangirpur","Jahangirpur","Bihar","Vaishali","Raghopur"
"GramPanchayats","JurawanpurBarari","Jurawanpur Barari","Bihar","Vaishali","Raghopur"
"GramPanchayats","JurawanpurKarari","Jurawanpur Karari","Bihar","Vaishali","Raghopur"
"GramPanchayats","Mallikpur","Mallikpur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Mohanpur","Mohanpur","Bihar","Vaishali","Raghopur"
"GramPanchayats","PaharpurEast","Paharpur East","Bihar","Vaishali","Raghopur"
"GramPanchayats","PaharpurWest","Paharpur West","Bihar","Vaishali","Raghopur"
"GramPanchayats","RaghopurEast","Raghopur East","Bihar","Vaishali","Raghopur"
"GramPanchayats","RaghopurWest","Raghopur West","Bihar","Vaishali","Raghopur"
"GramPanchayats","RampurShyamchand","Rampur Shyamchand","Bihar","Vaishali","Raghopur"
"GramPanchayats","Rustampur","Rustampur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Saidabad","Saidabad","Bihar","Vaishali","Raghopur"
"GramPanchayats","Saraipur","Saraipur","Bihar","Vaishali","Raghopur"
"GramPanchayats","Terasiya","Terasiya","Bihar","Vaishali","Raghopur"
"GramPanchayats","ZafarabadTok","Zafarabad Tok","Bihar","Vaishali","Raghopur"
"GramPanchayats","Baikunthpur","Baikunthpur","Bihar","Vaishali","Rajapakar"
"GramPanchayats","Bakarpur","Bakarpur","Bihar","Vaishali","Rajapakar"
"GramPanchayats","BakhariBarai","Bakhari Barai","Bihar","Vaishali","Rajapakar"
"GramPanchayats","Berai","Berai","Bihar","Vaishali","Rajapakar"
"GramPanchayats","Bhalui","Bhalui","Bihar","Vaishali","Rajapakar"
"GramPanchayats","BishunpurBalbhadra","Bishunpur Balbhadra","Bihar","Vaishali","Rajapakar"
"GramPanchayats","Jafarpatti","Jafarpatti","Bihar","Vaishali","Rajapakar"
"GramPanchayats","LaguraoBilandpur","Lagurao Bilandpur","Bihar","Vaishali","Rajapakar"
"GramPanchayats","MirpurPatadh","Mirpur Patadh","Bihar","Vaishali","Rajapakar"
"GramPanchayats","NarayanpurBuzurg","Narayanpur Buzurg","Bihar","Vaishali","Rajapakar"
"GramPanchayats","RajapakarNorth","Rajapakar North","Bihar","Vaishali","Rajapakar"
"GramPanchayats","RajapakarSouth","Rajapakar South","Bihar","Vaishali","Rajapakar"
"GramPanchayats","RampurRatnakar","Rampur Ratnakar","Bihar","Vaishali","Rajapakar"
"GramPanchayats","BajitpurChakasturi","Bajitpur Chakasturi","Bihar","Vaishali","Sahdei"
"GramPanchayats","Chakfaij","Chakfaij","Bihar","Vaishali","Sahdei"
"GramPanchayats","Chakjamal","Chakjamal","Bihar","Vaishali","Sahdei"
"GramPanchayats","MajrohiSahariya","Majrohi Sahariya","Bihar","Vaishali","Sahdei"
"GramPanchayats","Murauatpur","Murauatpur","Bihar","Vaishali","Sahdei"
"GramPanchayats","NayagaonEast","Nayagaon East","Bihar","Vaishali","Sahdei"
"GramPanchayats","NayagaonWest","Nayagaon west","Bihar","Vaishali","Sahdei"
"GramPanchayats","PohiyarBuzurg","Pohiyar Buzurg","Bihar","Vaishali","Sahdei"
"GramPanchayats","SahdeiBuzurg","Sahdei Buzurg","Bihar","Vaishali","Sahdei"
"GramPanchayats","Salha","Salha","Bihar","Vaishali","Sahdei"
"GramPanchayats","Sultanpur","Sultanpur","Bihar","Vaishali","Sahdei"
"GramPanchayats","Abulhasanpur","Abulhasanpur","Bihar","Vaishali","Vaishali"
"GramPanchayats","Amritpur","Amritpur","Bihar","Vaishali","Vaishali"
"GramPanchayats","BhagwanpurRatti","Bhagwanpur Ratti","Bihar","Vaishali","Vaishali"
"GramPanchayats","Bhagwatpur","Bhagwatpur","Bihar","Vaishali","Vaishali"
"GramPanchayats","ChakAlahadad","Chak Alahadad","Bihar","Vaishali","Vaishali"
"GramPanchayats","Chintamanipur","Chintamanipur","Bihar","Vaishali","Vaishali"
"GramPanchayats","Daudnagar","Daudnagar","Bihar","Vaishali","Vaishali"
"GramPanchayats","Fuladh","Fuladh","Bihar","Vaishali","Vaishali"
"GramPanchayats","Jatkauli","Jatkauli","Bihar","Vaishali","Vaishali"
"GramPanchayats","Madarna","Madarna","Bihar","Vaishali","Vaishali"
"GramPanchayats","Mahmadpur","Mahmadpur","Bihar","Vaishali","Vaishali"
"GramPanchayats","Majhauli","Majhauli","Bihar","Vaishali","Vaishali"
"GramPanchayats","Mataiya","Mataiya","Bihar","Vaishali","Vaishali"
"GramPanchayats","Rahimpur","Rahimpur","Bihar","Vaishali","Vaishali"
"GramPanchayats","Salempur","Salempur","Bihar","Vaishali","Vaishali"
"GramPanchayats","Vaishali","Vaishali","Bihar","Vaishali","Vaishali"
"GramPanchayats","Bargaon","Bargaon","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","BariarawaSalha","Bariarawa Salha","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Basawaria","Basawaria","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Basgaon","Basgaon","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","BathuariaTesrahiya","Bathuaria Tesrahiya","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Bhairoganj","Bhairoganj","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","BhaisahiPadarkhap","Bhaisahi Padarkhap","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","BibiBankatawa","Bibi Bankatawa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","ChandrahanRupwalia","Chandrahan Rupwalia","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","ChandrapurRatwal","Chandrapur Ratwal","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Englishia","Englishia","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","HardiNadwa","Hardi Nadwa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","KolhuaChautarawa","Kolhua Chautarawa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","LagunahaChautarwa","Lagunaha Chautarwa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","MahipurBhathaura","Mahipur Bhathaura","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Majhauwa","Majhauwa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Mehura","Mehura","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Nadda","Nadda","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","ParsaBanchahari","Parsa Banchahari","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","Patilar","Patilar","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","PipariaSingari","Piparia Singari","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","RaibariMahuawa","Raibari Mahuawa","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","RajwatiaChakhani","Rajwatia Chakhani","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","SisawaBasantpur","Sisawa Basantpur","Bihar","WestChamparan","Bagaha1"
"GramPanchayats","BairagiSonabarasa","Bairagi Sonabarasa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BakuliPangwa","Bakuli Pangwa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","Balmikinagar","Balmikinagar","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BaluaChhatraul","Balua Chhatraul","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","Bariarwa","Bariarwa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BelahawaMadanpur","Belahawa Madanpur","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","Bharachhi","Bharachhi","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BinwaliaBodhser","Binwalia Bodhser","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BorawalNarawal","Borawal Narawal","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","Chamawalia","Chamawalia","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","ChampapurGonauli","Champapur Gonauli","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","DholbajwaLaxmipur","Dholbajwa Laxmipur","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","Harnatand","Harnatand","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","JamunapurTarwawalia","Jamunapur Tarwawalia","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","JimariNautanawa","Jimari Nautanawa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","KharaharTirbhawni","Kharahar Tirbhawni","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","LaxmipurRampurwa","Laxmipur Rampurwa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","MahuawaKatharawa","Mahuawa Katharawa","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","MangalpurAusani","Mangalpur Ausani","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","NaurangiaDardahi","Naurangia Dardahi","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","PakwaliaMarjadpur","Pakwalia Marjadpur","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","SantpurSoharia","Santpur Soharia","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","SemraKathakuia","Semra Kathakuia","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","TaruanawaDewaria","Taruanawa Dewaria","Bihar","WestChamparan","Bagaha2"
"GramPanchayats","BagahiBaghamberpur","Bagahi Baghamberpur","Bihar","WestChamparan","Bairiya"
"GramPanchayats","BagahiRatanpur","Bagahi Ratanpur","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Baijua","Baijua","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Bairiya","Bairiya","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Bathana","Bathana","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Bhitahan","Bhitahan","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Fuliakhand","Fuliakhand","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Laukaria","Laukaria","Bihar","WestChamparan","Bairiya"
"GramPanchayats","MalahiBalua","Malahi Balua","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Miyapur","Miyapur","Bihar","WestChamparan","Bairiya"
"GramPanchayats","PakhanahaDumaria","Pakhanaha Dumaria","Bihar","WestChamparan","Bairiya"
"GramPanchayats","PatjirwaNorth","Patjirwa North","Bihar","WestChamparan","Bairiya"
"GramPanchayats","PatjirwaSouth","Patjirwa South","Bihar","WestChamparan","Bairiya"
"GramPanchayats","SisawaSaraiya","Sisawa Saraiya","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Suryapur","Suryapur","Bihar","WestChamparan","Bairiya"
"GramPanchayats","TadhawaNandpur","Tadhawa Nandpur","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Tumkaria","Tumkaria","Bihar","WestChamparan","Bairiya"
"GramPanchayats","Banuchhaper","Banuchhaper","Bihar","WestChamparan","Bettiah"
"GramPanchayats","BarawatPrasarain","Barawat Prasarain","Bihar","WestChamparan","Bettiah"
"GramPanchayats","Gonauli","Gonauli","Bihar","WestChamparan","Bettiah"
"GramPanchayats","PiparaPakari","Pipara Pakari","Bihar","WestChamparan","Bettiah"
"GramPanchayats","BarawatSena","Barawat Sena","Bihar","WestChamparan","Bettiah"
"GramPanchayats","AhawarMajharia","Ahawar Majharia","Bihar","WestChamparan","Bettiah"
"GramPanchayats","KargahiaPurabi","Kargahia Purabi","Bihar","WestChamparan","Bettiah"
"GramPanchayats","Khaira","Khaira","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Hathuahwa","Hathuahwa","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Semarwari","Semarwari","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Prasauna","Prasauna","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Manpur","Manpur","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Chilawania","Chilawania","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Bhuidharawa","Bhuidharawa","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Machhahan","Machhahan","Bihar","WestChamparan","Bhitha"
"GramPanchayats","DihiPakari","DihiPakari","Bihar","WestChamparan","Bhitha"
"GramPanchayats","Auraiya","Auraiya","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Bakulahar","Bakulahar","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","BankatPuraina","Bankat Puraina","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","BettiahDih","Bettiah Dih","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","BhaisahiPokharia","Bhaisahi Pokharia","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Chargahan","Chargahan","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Chuhari","Chuhari","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","GhoghaNorth","Ghogha North","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","GhoghaSouth","Ghogha South","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Gidha","Gidha","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Gurwalia","Gurwalia","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Jaitia","Jaitia","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","KurawaMathia","Kurawa Mathia","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Lakhaura","Lakhaura","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Lalgarh","Lalgarh","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Lohiaria","Lohiaria","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","MahnaKuli","Mahna Kuli","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","MusahariSenuaria","Musahari Senuaria","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","PokhariaKharz","Pokharia Kharz","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","RanipurRampurawa","Ranipur Rampurawa","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Sirisia","Sirisia","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","TuniaVishunpur","Tunia Vishunpur","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","TurahapattiEast","Turahapatti East","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","TurahapattiWest","Turahapatti West","Bihar","WestChamparan","Chanpatia"
"GramPanchayats","Bajara","Bajara","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Belawa","Belawa","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Belsandi","Belsandi","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Bhitiharawa","Bhitiharawa","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Daraul","Daraul","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Dhamaura","Dhamaura","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Dhanauji","Dhanauji","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Domath","Domath","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Gaunaha","Gaunaha","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Jamunia","Jamunia","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Lachhanauta","Lachhanauta","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Madhopur","Madhopur","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Mahui","Mahui","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Majharia","Majharia","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Matiarawa","Matiarawa","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Mehnaul","Mehnaul","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Rupauliua","Rupauliua","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","Siththi","Siththi","Bihar","WestChamparan","Gaunaha"
"GramPanchayats","BagahiPuraina","Bagahi Puraina","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Bahuarawa","Bahuarawa","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","BaluaBhawanipur","Balua Bhawanipur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","BarwaOjha","Barwa Ojha","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Basopatti","Basopatti","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Bhawanipur","Bhawanipur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Chaumukha","Chaumukha","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Dhadhwa","Dhadhwa","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Donawar","Donawar","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Dumari","Dumari","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Fatehpur","Fatehpur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Hathiya","Hathiya","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","KhutawaniaJaralpur","Khutawania Jaralpur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Machhargawan","Machhargawan","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Nawalpur","Nawalpur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","PiparaNaurangia","Pipara Naurangia","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Piparahiya","Piparahiya","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","SisawaBhumihar","Sisawa Bhumihar","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","SisawaMangalpur","Sisawa Mangalpur","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","SiswaBairagi","Siswa Bairagi","Bihar","WestChamparan","Jogapatti"
"GramPanchayats","Bahuarwa","Bahuarwa","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Basantpur","Basantpur","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Basawaria","Basawaria","Bihar","WestChamparan","Lauriya"
"GramPanchayats","BaswariyaParautola","Baswariya Parautola","Bihar","WestChamparan","Lauriya"
"GramPanchayats","BelwaLakhanpur","Belwa Lakhanpur","Bihar","WestChamparan","Lauriya"
"GramPanchayats","DaniyalPrasauna","Daniyal Prasauna","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Deurawa","Deurawa","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Dhamaura","Dhamaura","Bihar","WestChamparan","Lauriya"
"GramPanchayats","DhobaniDharampur","Dhobani Dharampur","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Dhobini","Dhobini","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Gobaraura","Gobaraura","Bihar","WestChamparan","Lauriya"
"GramPanchayats","GonauliDumra","Gonauli Dumra","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Kataiya","Kataiya","Bihar","WestChamparan","Lauriya"
"GramPanchayats","LakarSisai","Lakar Sisai","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Lauriya","Lauriya","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Mathia","Mathia","Bihar","WestChamparan","Lauriya"
"GramPanchayats","PakariBharahiya","Pakari Bharahiya","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Sathi","Sathi","Bihar","WestChamparan","Lauriya"
"GramPanchayats","SinghpurSatawaria","Singhpur Satawaria","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Siswania","Siswania","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Telpur","Telpur","Bihar","WestChamparan","Lauriya"
"GramPanchayats","Barwa","Barwa","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Chiurahi","Chiurahi","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Daunahan","Daunahan","Bihar","WestChamparan","Madhuban"
"GramPanchayats","DhanahaPaushahari","Dhanaha Paushahari","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Kathar","Kathar","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Khotahwa","Khotahwa","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Madhua","Madhua","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Madhuban","Madhuban","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Sisai","Sisai","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Tamkuha","Tamkuha","Bihar","WestChamparan","Madhuban"
"GramPanchayats","Barwa","Barwa","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Bhangaha","Bhangaha","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Bustha","Bustha","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Chauhatta","Chauhatta","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Damarapur","Damarapur","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Inarawa","Inarawa","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Lakshmipur","Lakshmipur","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Madhuri","Madhuri","Bihar","WestChamparan","Mainatand"
"GramPanchayats","MahuawaSangraua","Mahuawa Sangraua","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Mainatand","Mainatand","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Pirari","Pirari","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Purania","Purania","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Rampur","Rampur","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Sakraul","Sakraul","Bihar","WestChamparan","Mainatand"
"GramPanchayats","Sukhalahi","Sukhalahi","Bihar","WestChamparan","Mainatand"
"GramPanchayats","TolaChaparia","Tola Chaparia","Bihar","WestChamparan","Mainatand"
"GramPanchayats","AhawarKuria","Ahawar Kuria","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","AmawaMajhar","Amawa Majhar","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Bahuarawa","Bahuarawa","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","BaithaniaBhanachak","Baithania Bhanachak","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Bakharia","Bakharia","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","BarawaSemaraghat","Barawa Semaraghat","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Bishambharpur","Bishambharpur","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","ChanayanBandh","Chanayan Bandh","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Dhokarahan","Dhokarahan","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Dumari","Dumari","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","GarawaHarpur","Garawa Harpur","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Gudara","Gudara","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Jaukatia","Jaukatia","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Karamawa","Karamawa","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","LalSaraiya","Lal Saraiya","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Madhopur","Madhopur","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","MahanaGani","Mahana Gani","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","MahanwaRampurwa","Mahanwa Rampurwa","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Mahoddipur","Mahoddipur","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","MajhariaSheikh","Majharia Sheikh","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Majhaulia","Majhaulia","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","NautanKhurd","Nautan Khurd","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Parsa","Parsa","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Rajabhar","Rajabhar","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","RamnagarBankat","Ramnagar Bankat","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Ratanmala","Ratanmala","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Rulahi","Rulahi","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Sarisawa","Sarisawa","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Senuaria","Senuaria","Bihar","WestChamparan","Majhaulia"
"GramPanchayats","Banwaria","Banwaria","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","BarawaBarauli","Barawa Barauli","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Bhasurari","Bhasurari","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Bhavta","Bhavta","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Bheriharwa","Bheriharwa","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Binawalia","Binawalia","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Chamua","Chamua","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Dhumnagar","Dhumnagar","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Dumaria","Dumaria","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Gokhula","Gokhula","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","HardiTehra","Hardi Tehra","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","KehuniaRoari","Kehunia Roari","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Kesharia","Kesharia","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Kukura","Kukura","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Kundilpur","Kundilpur","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","MaldahiyaPokhariya","Maldahiya Pokhariya","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","ManwaParsi","Manwa Parsi","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Nautanwa","Nautanwa","Bihar","WestChamparan","Narkatiaganj"
"GramPanchayats","Parorahan","Parorahan","Bihar","WestChamparan","Narkatiaganj"
